ID;stem_IDN2;stem_EN;stem_DE;stem_form;stem_id;kms_Alphabet;kms_page;kms_entry_no
909;anjing terbang;flying Dog;fliegender Hund;ehooã́nĩ;12_1686464243;h;80;7
910;Perbatasan hutan;Forest border;Waldgrenze;ehoao;12_1686464691;h;80;8
912;teman, pendamping;friend , companion;Freund, Gefähtre;hobeʔa;12_1686465069;h;80;10
914;pohon sukun liar;wild breadfruit tree;wilder Brotfruchtbaum;ehobu;12_1686465816;h;80;12
917;menyelesaikan sesuatu yang ada;to already be finished with something;mit etwas bereits fertig sein;hodəhəda;9_1686456759;h;81;3
919;jenis semak belukar;type of shrub;Strauchart;ehodio;9_1686457110;h;81;5
920;cacing;worm;Wurm;ehidi;9_1686457146;h;81;6
931;kecoa;cockroach;Schabe, Kakerlake;ehõkã;9_1686458144;h;82;3
932;(yang akan dipotong =) Liana;(that which is to be cut =) liana;(das zu Zerschneidende =) Liane;ehokadio;9_1686458313;h;82;4
934;"pantat, lubang pantat; kaki (dari pohon)";"buttocks , buttock opening ; foot (of a tree)";"Gesäß, Gesäßöffnung; Fuß (eines Baumes)";ehokai;9_1686458504;h;82;6
935;merobek (daun kering, dll. sebagai tanda berkabung);the tearing out (of the dry leaves , etc. as a sign of mourning);das Ausreißen (der trockenen Blätter usw als Zeichen der Trauer);eahokita;9_1686458573;h;82;7
936;"tunggul pohon; tumpukan (kayu), tumpukan";"tree stump ; (Wood) stack , heap";"Baumstumpf; (Holz-)Stapel, Haufen";ehoku;9_1686458720;h;82;8
937;Ujung , akhir;tip , end;Spitze, Ende;ehoku;9_1686458809;h;82;9
940;"""kata ganti relatif"" untuk bentuk jamak";"""relative pronoun"" for the pl";"""Relativpronomen"" für den Pl";hõmõʔõ;9_1686459096;h;83;3
941;Istri;Wife;Ehefrau;honã;9_1686459701;h;83;4
943;atrium cahaya matahari (BB: Saya yakin yang dimaksud adalah tempat yang cerah, area yang disinari oleh matahari);light-atrium of the sun (BB: I believe what is meant is a sunny spot , an area illuminated by the sun);Lichthof der Sonne;ehõnãã ukahaʔo;9_1686459740;h;83;5
946;Lubang, gua, gua;Hole , cave , grotto;Loch, Höhle, Grotte;ehopa;9_1686460054;h;83;8
954;Pakis dengan batang putih;Fern with white stem;Farn mit weißen Stengel;ehoriə;9_1686574482;h;85;2
956;Semak dengan bunga putih;Shrub with white flower;Strauch mit weißer Blüte;ehorío;9_1686574848;h;85;4
959;nyanyian/lagu;the singing/song;der Gesang;eahoroa;9_1686575142;h;85;7
960;kesemutan, gatal;to tingle , itch;prickeln, jucken;horóʔo:i;9_1686575496;h;85;8
961;Istri;Wife;Ehefrau;eho:uba;9_1686575593;h;85;9
963;Bagian dalam laut, seluruh laut;The inside of the sea , the entire sea;das Innere des Meeres, das gesamte Meer;ehoʔue;9_1686575759;h;85;11
965;buah;fruit;Frucht;ehũã;9_1686576111;h;85;13
967;keinginan;desire;Begierde;ehũã·kĩnṍ·hõ:ĩ;9_1686741388;h;86;2
968;tikus;Mouse , rat;Maus, Ratte;ehúao;9_1686741479;h;86;3
969;gelombang/lambaikan (ke) , kipasǃ;wave (to) , fanǃ;winke (zu), (be)fächeleǃ;huapi;9_1686741676;h;86;4
971;"Perempuan; betina (hewan)";"Woman ; female (of animals)";"Frau; weiblich (von Tieren)";ehuda;9_1686742604;h;86;6
975;inti;core;Kern;ehuẽ;9_1686743145;h;86;10
978;"Kotoran di dalam rumah; Tanah";"Dirt in the house ; Earth";"Schmutz im Haus; Erde";ehuhu;9_1686743498;h;86;13
982;menyikat (terhadap sesuatu) , (sambil lalu) menyentuh;to brush (against something) , (in passing) to touch;streifen, (beim Vorübergehen) berühren;huhúi;19_1686223867;h;87;1
983;"berpegang pada; menumpuk";"hold onto ; accumulate";"festhalten; anhäufen";huhukóʔo:i;19_1686223981;h;87;2
984;haǃ (tawa keras);haǃ (loud laughter);haǃ (lautes Lachen);hui;19_1686224015;h;87;3
988;leher;neck;Nacken;ehukahãõ;19_1686348969;h;87;7
989;kerang laut;sea shell;Seemuschel;ehukəʔa;19_1686349032;h;87;8
990;"Nama sungai kecil yang mengalir ke laut di dekat bekas desa Mẽõʔõ ; rawa yang luar biasa";"Name of a small river that flows into the sea near the former village of Mẽõʔõ ; fabulous swamp";"Name eines kleinen Flusses, der in der Nãhe des damaligen Dorfes Mẽõʔõ ins Meer mündet; sagenhafte Sumpfstelle";Hukə́ʔa;19_1686349301;h;87;9
991;Spesies siput yang ditemukan di pantai;Species of snail found on the beach;Schneckenart, die am Strand vorkommt;ehũkĩ;19_1686349354;h;87;10
992;Kutu kepala;headlouse;Kopflaus;ehũkũ;19_1686349408;h;87;11
995;Nama bekas desa;Name of a former village;Name eines ehemaligen Dorfes;Humõ;17_1685520189;h;88;3
996;Testis, buah zakar (bentuk tunggal/jamak);Testicles , testicles (sg/pl);Hoden, Testikel;ehṹnẽ;17_1685520302;h;88;4
997;Jenis rumput;Grass type;Grasart;euhunṍʔõ:ĩ ukabuʔobo;17_1685520414;h;88;5
1008;dia, dia, itu;he , she , it;er, sie, es;i-;17_1688131812;i;89;1
1009;"di , pada , di ; setelah , ke (kata depan lokatif)";"in , on , at ; after , to (local preposition)";"in, auf, bei; nach, zu (örtliche Präposition)";i-;17_1688132069;i;89;2
1010;"Akhiran/sufiks dari ""variasi lokal""";"Suffix of the ""local variation""";"Suffix der ""lokalen Variation""";-[C] [V] i;17_1688132447;i;89;3
1011;(benda) yang dipegang (dikatakan tentang hewan peliharaan);the (thing) held (said of pets);das Gehaltene (von Haustieren gesagt);eʔii;17_1688132943;i;89;4
1012;tinggal! (bentuk tunggal);stay! (sg);bleibeǃ;ia;17_1688133342;i;89;5
1014;Apa?;What?;was?;eʔíaha;17_1688133833;i;89;7
1016;burung jalak;starling;Star;eʔiau;8_1687846740;i;90;1
1020;hajar! (bentuk tunggal);beat! (sg);schlageǃ;ici;8_1688381887;i;90;5
1023;merajut (jaring)!;knit (a net)!;nähe (ein Netz)ǃ;iciʔa;8_1688383319;i;91;2
1027;di sana;there;dort;icita;8_1688384262;i;91;6
1028;Awalan;Prefix;Präfix;eida-;8_1688384374;i;91;7
1029;di sana - korelatif dengan Orang Ketiga;there - correlative to the 3rd Person;da - korrelat zur 3.P;idaʔa;8_1688384816;i;91;8
1030;dengan demikian, (jadi) bahwa;therewith , (so) that;damit, auf daß;idaʔaua;8_1688384923;i;91;9
1031;luka;wound;Wunde;eidakoʔa;8_1688385267;i;91;10
1032;Memanjat tanaman dari batang yang pernah ditenun celemek;Climbing plant from the stems of which aprons were once woven;Kletterpflanze, aus deren Stielen früher Schurze geflochten wurden;eidariau;8_1688385394;i;91;11
1033;Ketekunan;Diligence;Fleiß;eidarika;8_1688385518;i;91;12
1034;di sini, di sini;here , here;hier, hierher;ideʔe;8_1688385698;i;91;13
1035;di sana;there;dort;idida;8_1688385874;i;91;14
1036;di sana;there;dort;idita;8_1688385933;i;91;15
1037;"meskipun , meskipun ; Biarkan sajaǃ (bentuk tunggal)";"although , even though ; Just leave itǃ (sg)";"obwohl, obgleich; laß nurǃ";idoo uʔíaha;8_1688386082;i;91;16
1038;pisang;banana;Banane;eʔido;8_1688386230;i;91;17
1040;"(""hal yang diminum"" =) minuman";"(""the thing to drink"" =) drink";"(""das zu Trinkende"" =) Getränk";eidoho;8_1688386475;i;91;19
1041;luka;wound;Wunde;eidoka;8_1688386583;i;92;1
1043;Apa?;What;was;eʔixa;8_1688390039;i;92;3
1046;potong! (bentuk tunggal);cut up! (Sg);zerschneideǃ;ixipu;8_1688390226;i;92;6
1047;Haluan perahu;Bow of a boat;Bug eines Bootes;eixu;8_1688390468;i;92;7
1050;jenis rotan;rattan type;Rotanart;eiʔĩ́ã;8_1688391208;i;92;10
1051;yang hebat;the great;d Große;eiʔĩã;8_1688391284;i;92;11
1052;sesama istri, istri kedua dari pelaku bigami;fellow wife , the wives of a bigamist;BB: 'en' underlined in the original;ĩʔĩ́ã;8_1688391595;i;92;12
1053;ke mana, ke mana?;where , to where?;wo?, wohin?;iʔíaha;8_1688391651;i;92;13
1059;"untuk , dengan , kepada (untuk orang) ; dengan , dengan cara (instrumental) - selalu dengan atribut substantif atau pronomial";"to , with , to (for people) ; with , by means of (instrumental) - always with a substantival or pronomial attribute";"an, bei, zu (bei Personen); mit, mittels (instrumental) - immer mit einem substantivischen oder pronominalen Attribut";iʔioo;8_1688392941;i;93;6
1060;Orang tengah, mediator;Middle man , mediator;Mittelsmann, Vermittler;eiʔíoho:i;8_1688392998;i;93;7
1065;di sana;there;dort;ijida;8_1688394980;i;94;2
1066;Kami, saya dan Anda (bentuk tunggal), kita;We , me and you (sg) , us;wir, ich und du, uns;ʔika;8_1688395079;i;94;3
1068;kita semua, aku dan kamu (bentuk jamak);all of us , me and you (pl);wir alle, ich und ihr;ʔíkaʔa;8_1688395983;i;94;5
1070;sungguh, sangat;really , very;wirklich, sehr;ikárara;8_1688423608;i;94;7
1075;merajut (jaring)! (bentuk tunggal);knit (a net)! (sg);nähe (ein Netz) ǃ;ijiʔa;8_1688394929;i;94;94
1078;di sana;there;dort;ilita;8_1688424569;i;95;3
1080;celemek, ikat pinggang;apron , waistband;Schurz, Leibbinde;eĩmĩĩ;8_1688424698;i;95;5
1081;Bunch;Bunch;Bündel;eimĩʔĩ;8_1688424748;i;95;6
1082;Awalan dari kata benda actionis Perfecti;Prefix of the noun actionis Perfecti;Präfix des Nomen actionis perfecti;einã-;8_1688424816;i;95;7
1086;menjadi dewasa secara seksual, menjadi dewasa;to be sexually mature , to grow up;geschlechtsreif sein, heranwachsen;ʔinãmõ;8_1688425907;i;95;11
1089;Biarkan sajaǃ (bentuk tunggal);Just leave itǃ (sg);laß nurǃ;inṍṍ uʔíaha;8_1688426411;i;96;1
1092;Selubung daun, serat daun;Leaf sheath , leaf fiber;Blattscheide, Blattfaser;eʔinõnõ;8_1688427725;i;96;4
1100;Obor yang terbuat dari daun kelapa kering;Torch made of dry coconut leaves;Fackel aus trockenen Kokosblättern;eʔinṹʔũĩ;8_1688430900;i;97;5
1102;tempat tinggal, tempat, posisi;abode , place , position;Aufenthaltsort, Platz, Stelle;eiñãhã;8_1688431051;i;97;7
1103;Ketika datang;When coming;beim Kommen;iñaiña;8_1688431099;i;97;8
1104;dapatkan lebih banyak;get more;mehr erhalten;iñẽnõ;8_1688431144;i;97;9
1107;"belakang, pantat, bagian belakang perahu, duri di bagian bawah perisai untuk menopangnya; Kesimpulan, ujung, ekor";"rear , buttocks , rear of a boat , thorn on the underside of the shield to support it ; Conclusion , end , tail";"Hinterteil, Gesäß, Heck eines Bootes, Dorn an der Unterseite des Schildes zum Aufstützen desselben; Schluß, Ende, Schwanz";eiʔo;8_1688431971;i;97;12
1109;Spesies pohon;Tree species;Baumart;eʔíoba;8_1688432302;i;98;2
1115;langkan;balustrade;Balustrade;eĩpĩpĩ;8_1688432766;i;98;8
1118;Awalan dari kata benda actionis Perfecti;Prefix of the noun actionis Perfecti;Präfix des Nomen actionis perfecti;-ita-;8_1688433510;i;99;1
1120;di sana , di sana - berhubungan dengan Orang ke-3;there , there - correlative to the 3rd Person;da, dahin - korrelat zur 3.P;itaʔa;8_1688433710;i;99;3
1121;asal;origin;Ursprung;eitaʔa:ə́a;8_1688433768;i;99;4
1122;dengan demikian, (jadi) bahwa;therewith , (so) that;damit, auf daß;itaʔá:úa;8_1688433873;i;99;5
1123;Kecantikan;Beauty;Schönheit;eitaʔa:ua;8_1688433923;i;99;6
1124;asal;origin;Ursprung;eʔitaʔá:úa;8_1688434005;i;99;7
1129;luka;wound;Wunde;eitakoʔa;8_1688434645;i;99;12
1130;Penyakit;Illness;Krankheit;eitapuho;8_1688434703;i;99;13
1134;Di sini - berkorelasi dengan Orang Pertama;Here - correlative to the 1st Person;hier - korrelat zur 1.P;iteʔe;15_1687675245;i;100;4
1138;di sana - korelatif dengan Orang Kedua;there - correlative to the 2nd Person;dort - korrelat zur 2.P;itíta;15_1687676515;i;100;8
1139;pisang;banana;banane;eʔito;15_1687676985;i;100;9
1145;kepiting, yang menggerogoti kain;crab , that eats away fabric;Krebs, der Stoffe zerfrißt;eitopa:uda;15_1687687604;i;101;6
1146;di bawah ini;below;unten;itopo;15_1687687704;i;101;7
1147;"kata pinjaman; kayu inti";"loan word ; heartwood";"Lehnwort; Kernholz";eitora;15_1687688073;i;101;8
1148;Spesies pohon;Tree species;Baumart;eʔitora;15_1687688110;i;101;9
1150;Diare;Diarrhea;Diarrhoe;eiu;15_1687782851;i;102;1
1151;keadaan, esensi, keberadaan, kehadiran, keberadaan, perilaku, tempat tinggal;state , essence , existence , presence , being , behavior , dwelling place;Zustand, Wesen, Vorhandensein, Anwesendsein, Sein, Verhalten, Wohnort;eiya;15_1687783550;i;102;2
1153;untuk diam;to be silent;schweigen, still sein;iyanõnõ;15_1687784015;i;102;4
1155;Masuk, menginjak sesuatu, menginjak dengan kaki Anda (bumi saat menari);Enter , step on something , stamp with your feet (the earth when dancing);betreten, auf etwas treten, mit den Füßen (die Erde beim Tanzen) stampfen;ʔiyo;15_1687784365;i;102;6
1156;Jiwa, hantu;Soul , ghost;Seele, Geist;eiyuʔuá:úa;15_1687784528;i;102;7
1157;J dari Dialek Selatan sesuai dengan C dari dialek lainnya;J of the Southern Dialect corresponds to C of the other dialects;j des SD entspricht c der übrigen Dialekte;j;15_1687784645;j;102;1
1158;Jendela;Window;Fenster;jalinda;15_1687784699;j;102;2
1161;semut;ant;Ameise;ekixo;9_1683777129;k;13;7
1162;Awalan verbal;Verbal prefix;Verbalpräfix;k-;11_1683683492;k;103;1
1163;membentuk pseudonomina agentis;forms pseudonomina agentis;bildet Pseudonomina agentis;k-;11_1683683565;k;103;2
1164;dan;and;und;ka;11_1683683680;k;103;3
1165;Artikel jamak untuk individu yang memiliki e- di depannya dalam sg;Plural article for individuals who have e- in front of them in the sg;Pl-Artikel für Einzelwesen, die im Sg e- vor sich haben;ka-;11_1683684312;k;103;4
1166;Membentuk kata-kata keadaan spontan;Forms spontaneous state words;bildet spontane Zustandswörter;ka-;11_1683684460;k;103;5
1167;membentuk kata kerja;forms verbs;bildet Verben;ka-;11_1683684772;k;103;6
1168;"he , she , it ; Awalan kata ganti kita (inklusif) (Orang Ketiga Tunggal dan Orang Pertama Jamak inklusif) sebelum kata kerja dengan b (u) - , m (ũ) -";"he , she , it ; We (inclusive) pronoun prefix (3rd Person Singular and 1st Person Plural inclusive) before verbs with b(u)- , m(ũ)-";"er, sie, es; wir (in) pronominales Prāfix (3.Sg und 1.Pl in) vor Verben mit b(u)-, m(ũ)-";ka-;11_1683685408;k;103;7
1169;satu (sebelum kata bantu bilangan/numeralia);one (before auxiliary count words);eins (vor Hilfszāhlwörtern);ka-;11_1683685615;k;103;8
1170;Membentuk bentuk intensif dari kata kerja;Forms the intensive form of verbs;bildet die intensive Form der Verben;ka- + PNL;11_1683685818;k;103;9
1171;Kami (inklusif, lebih dari 2 orang) imbuhan kata ganti (orang pertama jamak inklusif);We (inclusive , more than 2 people) pronoun affix (1st Person Plural inclusive);wir (in, mehr als 2 Personen) pronominales Affix (1.Pl in);ka- ... -aʔa;11_1683685949;k;103;10
1172;kami, aku dan kamu: akhiran/sufiks posesif/kepemilikan (Orang Pertama Jamak inklusif);our , of me and you: possessive suffix (1st Person Plural inclusive);unser, von mir und dir Possessivsuffix (1.Pl in);-ka;11_1683686300;k;103;11
1173;Gigi, mulut, moncong, paruh, ujung, pinggiran;Tooth , mouth , snout , beak , tip , brim;Zahn, Mund, Schnauze, Schnabel, Spitze, Rand;ekaʔa;11_1683687197;k;103;12
1175;Membentuk kata-kata kondisi;Forms condition words;bildet Zustandswörter;kaʔa- + Substantiv;11_1683687454;k;103;14
1176;Awalan dengan fungsi penguat;Prefix with reinforcing function;Präfix mit verstärkender Funktion;kaʔa- + Verbalstamm;11_1683687560;k;103;15
1177;kami (inklusif), saya dan kamu (bentuk jamak): Akhiran/sufiks posesif/kepemilikan Orang Pertama Jamak inklusif;our (inclusive) , of me and you (pl): Possessive suffix the 1st Person Plural inclusive;unser (in), von mir und euch: Possessivsuffix der 1.Pl in;-kaʔa;11_1683688132;k;104;1
1178;Spesies pohon;Tree species;Baumart;ekaʔaʔaho;11_1683688239;k;104;2
1179;Tempatkan di Enggano;Place on Enggano;Ort auf Enggano;Kaʔaʔãĩ;11_1683688285;k;104;3
1182;Siput;Snail;Schnecke;ekaʔá:ena;11_1683689594;k;104;6
1183;untuk menutup telepon;to hang up;aufhängen;kaʔa:ɔnãʔã;11_1683689906;k;104;7
1184;Nama marga;Name of a clan;Name eines Clans;Kaʔahə́ao;11_1683690932;k;104;8
1185;"Spesies pohon (Pometia pinnata Forst. atau Aporosa Benthamiana Hook.f.;)";"Tree species (Pometia pinnata Forst. or Aporosa Benthamiana Hook.f. ;)";"Baumart (Pometia pinnata Forst. oder Aporosa Benthamiana Hook.f.;)";ekaʔaho;11_1683691183;k;104;9
1186;Kepala suku (fem./perempuan) , perempuan tua;Chief of clan (f) , old woman;Sippenvorsteherin, alte Frau;ekaʔahuoi;11_1683864936;k;105;1
1187;"Tombak, tombak perang; Perang";"Lance , war spear ; War";"Lanze, Kriegsspeer; Krieg";ekaʔá:iʔio;11_1683865326;k;105;2
1193;Spesies ikan;Fish species;Fischart;ekaʔá:oa:i;11_1683866719;k;105;8
1194;Jenis pohon (Pometia Pinnata Forst.);Tree type (Pometia Pinnata Forst.);Baumart (Pometia pinnata Forst.);ekaʔaʔoho;11_1683866809;k;105;9
1195;Nama marga;Name of a clan;Name eines Clans;Kaʔarubi;11_1683867180;k;105;10
1197;Desa;Village;Dorf;ekaʔa:udara;11_1684219254;k;106;1
1199;Nama marga;Name of a clan;Name eines Clans;Kaʔã:ũnõ;11_1684220262;k;106;3
1200;mencirikan bentuk-bentuk progresif;characterizes progressive forms;kennzeichnet Progressivformen;kab-;11_1684220509;k;106;4
1203;Spesies burung;Bird species;Vogelart;ekabaʔã:ũʔu;11_1684284628;k;106;7
1204;Spesies pohon;Tree species;Baumart;ekabaedo;11_1684284874;k;106;8
1205;Spesies burung beo (?);Parrot species (?);Papageienart (?);ekaba:edo;11_1684285090;k;106;9
1206;Awalan;Prefix;Präfix;kabaʔi-;11_1684285302;k;106;10
1207;"mayat, orang mati; pelayat, orang yang malang; pelaku (semua laki-laki dan perempuan)";"corpse , dead person ; mourner , unfortunate one ; offender (all m/f)";"Leichnam, Tote(r); Leidtragende(r), Bedauernswerte(r); Missetäter(in)";ekabake;11_1684285480;k;106;11
1209;(bintang-bintang) yang akan terbit;(stars) to rise;(Gestirne) aufgehen;kabekáua;11_1684285639;k;107;2
1210;Tanaman (bahan untuk sirih, Uncaria gambir);Plant (ingredient for betel morsel , Uncaria gambir);Pflanze (Zutat zum Betelbissen, Uncaria gambir);ekabíere;11_1684286460;k;107;3
1211;Spesies pohon;Tree species;Baumart;ekabixo;11_1684286503;k;107;4
1215;penyu laut;sea-turtle;Seeschildkröte;ekaboa;11_1684288532;k;107;8
1216;Basah;The wet;das Nasse;ekabobo;11_1684288615;k;107;9
1217;Spesies pohon (Ficus religiosa);Tree species (Ficus religiosa);Baumart (Ficus religiosa);ekabodi;11_1684288651;k;107;10
1219;Jaring ikan;Fishnet;Fischnetz;ekabuʔá:iyo;11_1684289032;k;108;1
1221;kemudi;the steering;das Steuer;ekabudi;11_1684289173;k;108;3
1222;janda;widow;Witwe;kabuku;11_1684289253;k;108;4
1223;Jaring untuk menangkap babi hutan;Net for catching wild boar;Netz zum Fangen von Wildschweinen;ekabuʔobo;11_1684289561;k;108;5
1224;Spesies pisang (ubah ekspresi untuk epaʔĩ́õhõ: ĩ);Banana species (change expression for epaʔĩ́õhõ: ĩ);Bananenart (Wechselausdruck für epaʔĩ́õhõ:ĩ);ekabuʔuiʔi;11_1684289697;k;108;6
1225;kacang, kacang polong;bean , pea;Bohne, Erbse;ekacã;11_1684289785;k;108;7
1226;Jenis kerang;Mussel type;Muschelart;ekada;11_1684289876;k;108;8
1227;kelelawar;bat;Fledermaus;ekadabə́ʔa;11_1684289931;k;108;9
1228;Pakaian;Clothing;Kleidung;ekadaəáhai;11_1684290022;k;108;10
1231;Telinga (lobus);Ear (lobes);Ohr(läppchen);ekadixa;11_1684290824;k;109;1
1234;tutup;close;schließen;kadodi;11_1684291384;k;109;4
1236;Spesies pohon dengan buah yang dapat dimakan;Tree species with edible fruits;Baumart mit eßbaren Früchten;ekadodo;11_1684291849;k;109;6
1240;Ambil bagian, berpartisipasi dalam sesuatuǃ (bentuk tunggal);Take part , participate in somethingǃ (sg);nimm Teil an, beteilige dich an etwasǃ;kadoho:i;11_1684293518;k;110;3
1242;Tanduk (misalnya dari kambing);Horn (e.g. of a goat);Horn (zB einer Ziege);ekaduʔu;11_1684293595;k;110;5
1243;untuk diangkat dengan jaring;to be lifted out in a net;im Netz herausgehoben werden;kadú?ua;11_1684293644;k;110;6
1244;Pasar malam;Fairground;Festplatz;ekaedaha;11_1684293704;k;110;7
1245;Bahan pakaian, kain;Clothing material , cloth;Kleiderstoff, Tuch;ekaenĩ;11_1684293744;k;110;8
1249;Gunung;Mountain;Berg;ekaəhəicía;11_1684294275;k;110;12
1250;awalan angka satu;number prefix one;Zahlpräfix eins;kaha-;11_1684294370;k;110;13
1251;sebelum kata berawalan dengan b- , d- , j- , m- , n- dan ʔ- membentuk kata kerja;before word stems with b- , d- , j- , m- , n- and ʔ- forms verbs;vor Wortstämmen mit b-, d-, j-, m-, n- und ʔ- bildet Verben;kaha-;11_1684296370;k;110;14
1252;Poros, batang;Shaft , stem;Schaft, Stengel;eakãhã;11_1684299620;k;110;15
1253;Jaring untuk menangkap burung;Net for catching birds;Netz zum Fangen von Vögeln;ekahaba;11_1684299955;k;110;16
1254;awan, tidak jelasǃ (bentuk tunggal);cloud , obscureǃ (sg);vernebele, verschleiereǃ;kahabaha:e;11_1684300239;k;111;1
1256;kepiting;crab;Krebs;ekahaʔẽpĩ;11_1684300592;k;111;3
1257;dorong, halangi! (bentuk tunggal);shove , impede! (sg);stoße an, behindereǃ;kaha:əba;11_1684300754;k;111;4
1258;Anak yatim piatu (fem./perempuan);The orphan (f);die Waise;kaha:əka;11_1684300979;k;111;5
1259;spesies semut;ant species;Ameisenart;ekahaha;11_1684301133;k;111;6
1260;"satu ; hanya , (menjadi) sendiri ; (dia / dia) sendiri";"one ; only , (to be) alone ; (him/her/it)self";"eins; einzig, allein (sein); selbst";kahá:iʔi;11_1684301608;k;111;7
1261;Tempat di Pulau Dua;Place on Pulau Dua;Ort auf Pulau Dua;Kahakúoʔo;11_1684301645;k;111;8
1262;daun muda;young leaf;junges Blatt;ekahamṹmũ;11_1684301715;k;111;9
1263;akan pergi;will go;werde gehen;kahanã;11_1684301745;k;111;10
1264;"""tempat penyembelihan"", yaitu bekas komunitas desa, yang terdiri dari anggota setidaknya dua klan";"""a slaughtering-place"" , that is the former village community , which consisted of members of at least two clans";"""ein Schlachtplatz"", das ist die frühere Dorfgemeinschaft, die aus Angehörigen von mindestens zwei Clans bestand";kahanã́:ĩ́ʔĩã;11_1684301939;k;111;11
1265;untuk tidur nyenyak, nyenyak, berbaring dalam tidur nyenyak;to sleep firmly , deep , to lie in deep sleep;fest, tief schlafen, in tiefem Schlaf liegen;kahanə̃nĩõ;11_1684302032;k;111;12
1266;untuk tidur dengan nyenyak;to sleep firmly;fest schlafen;kahanõnõ;11_1684302181;k;111;13
1268;Sisi belakang, dinding belakang, belakang;Back side , back wall , back;Rückseite, Rückwand, Rücken;ekahãõ;12_1683687686;k;112;2
1269;Hari, cuaca;Day , weather;Tag, Wetter;ekahaʔo;12_1683688193;k;112;3
1270;Spesies pohon;Tree species;Baumart;ekahaʔo;12_1683688284;k;112;4
1271;Kaki (gunung);Foot (of a mountain);Fuß (eines Berges);ekahapa;12_1683689278;k;112;5
1272;Asosiasi;Association;Verband;eakahapi;12_1683689691;k;112;6
1274;sepuluh;ten;zehn;kahapudu;12_1683690710;k;112;8
1275;sepuluh;ten;zehn;kahapuru;12_1683690823;k;112;9
1276;Nama submarga;Name of a subclan;Name eines Subclans;Kaharuba;12_1683691252;k;112;10
1277;Sisi belakang, dinding belakang;Back side , back wall;Rückseite, Rückwand;ekahau;12_1683692043;k;112;11
1279;kadal;lizard;Eidechse;ekaha:uʔẽõ;12_1683772310;k;113;1
1280;Setengah yatim piatu;Half-orphan;Halbwaise;kaha:uka;12_1683772576;k;113;2
1281;Spesies ikan;Fish species;Fischart;ekahã́ũkahã́ũ;12_1683776815;k;113;3
1282;Jenis pandan;Pandanus type;Pandanusart;ekahã́:ṹkũ;12_1683773223;k;113;4
1284;kedekatan;the nearness;die Nähe;ekahã́:ṹʔũã;12_1683775555;k;113;6
1285;Spesies burung (merpati liar);Bird species (wild pigeon);Vogelart (wildtaube);ekahaʔúʔui;12_1683775753;k;113;7
1286;bekas desa di pulau itu;former village on the island;früheres Dorf auf der Insel;kahẽãpũ;12_1683775843;k;113;8
1287;kepiting;crab;Krebs;ekahẽʔẽpĩ;12_1683775969;k;113;9
1288;Tempat berburu;Hunting ground;Jagdrevier;ekáhəa;12_1683776248;k;113;10
1290;Spesies ikan;Fish species;Fischart;ekahíabi;12_1683776682;k;113;12
1291;spesies semut;ant species;Ameisenart;ekahinõã;12_1683776411;k;113;13
1292;Rayap (semut putih);Termite (white ant);Termite (weiße Ameise);ekahĩnõã;12_1683776896;k;113;14
1295;Awalan jamak;Plural prefix;Pl-Präfix;kaho-;12_1683777738;k;114;1
1296;Spesies ikan;Fish species;Fischart;ekahohóro;12_1683777841;k;114;2
1297;kepiting;crab;Krebs;ekahoʔo:ici;12_1683777959;k;114;3
1298;"1. 1. Kadal rumah; 2. Bayi baru lahir";"1. House lizard ; 2. Newborn";"1. Hauseidechse ; 2. Neugeborenes";ekahũʔẽʔõ;12_1683778287;k;114;4
1299;Wanita senior, kepala suku (fem./perempuan);Senior woman , head of the clan (f);Seniorin, Sippenvorsteherin;ekahuoi;12_1683778383;k;114;5
1300;Punggung, bagian belakang manusia;Back , back of humans;Rücken, Rückseite von Menschen;ekahupou;12_1683778491;k;114;6
1301;kadal;lizard;Eidechse;ekahũʔũẽ́ʔõ;12_1683778565;k;114;7
1302;"kotoran, kotoran; kotoran, karat";"feces , excrement ; dirt , rust";"Kot, Exkremente ; Schmutz, Rost";ekai;12_1683778946;k;114;8
1303;ambil, ambil, sentuh;take , grab , touch;ergreifen, packen, anfassen;kai;12_1684221058;k;114;9
1305;Kaki semak atau pohon;Foot of a shrub or tree;Fuß eines Strauches oder Baumes;ekãĩ;12_1684221302;k;115;1
1306;sebelum kata yang berawalan dengan bentuk d-, k-, n-, dan t- Pseudonomina agentis externa;before word stems with d- , k- , n- , and t- forms Pseudonomina agentis externa;vor Wortstämmen mit d-, k-, n-, und t- bildet Pseudonomina agentis externa;kaʔi-;12_1684221429;k;115;2
1307;marga yang mana (milik siapa)?;which clan (belonging to)?;welche(r) Sippe (angehörig)?;kaʔíaha;12_1684221527;k;115;3
1308;Jenis rumput;Grass type;Grasart;ekaixiu;12_1684221758;k;115;4
1309;Tombak perang;War spear;Kriegsspeer;eka:íʔio;12_1684222015;k;115;5
1310;sehari sebelum kemarin;the day before yesterday;vorgestern;kaʔikáhadia;12_1684222119;k;115;6
1311;Ujung poros (tombak);The shaft end (of the spear);das Schaftende (des Speers);ekaikia;12_1684222166;k;115;7
1312;Kapal, piring (sebelumnya: piring kayu atau setengah tempurung kelapa untuk makanan);Vessel , plate (formerly: wooden plate or half a coconut shell for food);Gefäß, Teller (früher: Holzteller oder halbe Kokosnußschale für Essen);ekã:ĩnõ;12_1684222515;k;115;8
